collected_at,hostname,os,agent_version,cpu_percent,memory_percent,logged_in_user,src_ip,dst_ip,src_port,dst_port,protocol,application_protocol,in_bytes,out_bytes,in_packets,out_packets,total_bytes,total_packets,flow_duration_ms,bytes_per_packet,packets_per_second,bytes_per_second,direction_byte_ratio,direction_packet_ratio,packet_asymmetry,byte_asymmetry,tcp_flags,client_tcp_flags,server_tcp_flags,min_ttl,max_ttl,min_ip_pkt_len,max_ip_pkt_len,longest_flow_pkt,shortest_flow_pkt,num_pkts_up_to_128_bytes,num_pkts_128_to_256_bytes,num_pkts_256_to_512_bytes,num_pkts_512_to_1024_bytes,num_pkts_1024_to_1514_bytes,retransmitted_in_bytes,retransmitted_in_pkts,retransmitted_out_bytes,retransmitted_out_pkts,duration_in,duration_out,src_to_dst_avg_throughput,dst_to_src_avg_throughput,src_to_dst_second_bytes,dst_to_src_second_bytes,tcp_win_max_in,tcp_win_max_out,dns_query_id,dns_query_type,dns_ttl_answer,ftp_command_ret_code,icmp_type,icmp_ipv4_type,simulated_attack_type,is_simulated_attack,data_source
2026-08-11T15:13:22+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,37.4,32.2,admin,192.168.1.24,114.169.80.243,29834,443,6,9,216188,257115,196,281,473303,477,53996.12,992.25,8.83,8765.5,0.8408,0.6975,85,40927,16,16,0,49,57,61,772,651,66,298,38,63,21,41,0,0,0,0,17344.25,23550.17,4761.73,4003.77,257115,216188,42860,5284,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:01:09+00:00,WIN-SRV-DB01,Windows Server 2022,vcoda-collector-0.1.0-sim,5.8,33.5,j.perera,192.168.1.34,54.174.162.36,1083,443,6,11,95580,118405,108,85,213985,193,55120.09,1108.73,3.5,3882.16,0.8072,1.2706,23,22825,16,16,18,75,44,80,624,1163,65,153,41,19,28,2,0,0,0,0,29198.16,19968.36,2148.13,1734.03,118405,95580,7950,19667,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:46:37+00:00,lnx-gateway,Ubuntu 24.04,vcoda-collector-0.1.0-sim,31.8,44.6,j.perera,192.168.1.60,41.41.135.12,38392,123,6,0,188270,129360,281,105,317630,386,16567.28,822.88,23.3,19172.12,1.4554,2.6762,176,58910,16,16,16,97,45,42,611,908,47,272,7,75,55,34,0,0,0,0,5278.74,10007.12,7808.16,11363.96,129360,188270,61929,22934,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:18:55+00:00,lnx-gateway,Ubuntu 24.04,vcoda-collector-0.1.0-sim,37.6,50.2,a.silva,192.168.1.48,161.78.206.148,30252,53,17,3,6450,55728,6,144,62178,150,43675.54,414.52,3.43,1423.63,0.1157,0.0417,138,49278,25,25,16,54,82,93,1275,978,98,148,16,28,8,15,0,0,0,0,15441.73,18290.25,1275.95,147.68,55728,6450,25124,53492,5665,28,1557,0,0,0,benign,False,SIMULATED
2026-08-11T08:16:27+00:00,WIN-DESKTOP01,Windows 10,vcoda-collector-0.1.0-sim,27.4,56.4,j.perera,192.168.1.61,97.96.46.175,29394,25,6,10,74304,27577,172,23,101881,195,35504.08,522.47,5.49,2869.56,2.6944,7.4783,149,46727,24,24,18,57,124,76,1273,570,86,65,34,38,8,6,0,0,0,0,19245.72,16474.31,776.73,2092.83,27577,74304,11409,21439,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T15:19:12+00:00,lnx-web01,Ubuntu 24.04,vcoda-collector-0.1.0-sim,32.7,39.9,admin,192.168.1.80,192.168.1.36,13054,53,6,1,6783,48257,19,107,55040,126,12724.08,436.83,9.9,4325.66,0.1406,0.1776,88,41474,16,16,0,35,82,66,1082,1117,63,110,28,3,19,2,0,0,0,0,6513.72,5670.4,3792.57,533.08,48257,6783,13577,32152,53390,5,787,0,0,0,benign,False,SIMULATED
2026-08-11T12:53:41+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,16.7,62.9,admin,192.168.1.118,206.197.53.171,61155,80,6,10,174324,203964,146,276,378288,422,26416.74,896.42,15.97,14320.01,0.8547,0.529,130,29640,16,16,18,36,93,55,897,1148,40,7,46,99,0,41,0,0,0,0,12475.15,8790.65,7721.01,6599.0,203964,174324,5862,49635,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:17:09+00:00,lnx-web02,Debian 12,vcoda-collector-0.1.0-sim,34.7,50.3,root,192.168.1.43,192.168.1.111,60135,8080,6,15,112575,127107,285,261,239682,546,45025.86,438.98,12.13,5323.21,0.8857,1.092,24,14532,16,16,0,121,123,70,815,733,50,546,25,60,43,46,0,0,0,0,27159.63,21375.61,2822.98,2500.23,127107,112575,55384,11200,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T20:45:14+00:00,WIN-DESKTOP02,Windows 11,vcoda-collector-0.1.0-sim,32.3,58.7,admin,192.168.1.60,192.168.1.116,48096,80,6,0,96180,111055,140,133,207235,273,31146.81,759.1,8.76,6653.49,0.8661,1.0526,7,14875,24,24,0,53,54,83,1000,1499,72,247,37,24,32,15,0,0,0,0,17627.9,18115.39,3565.53,3087.96,111055,96180,18741,64290,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T16:13:55+00:00,WIN-LAPTOP-FIN,Windows Server 2022,vcoda-collector-0.1.0-sim,31.4,50.3,root,192.168.1.29,142.24.158.185,51782,80,17,16,8432,90582,34,93,99014,127,44460.74,779.64,2.86,2227.0,0.0931,0.3656,59,82150,16,16,0,110,46,40,1378,938,65,82,8,21,9,4,0,0,0,0,18699.51,15790.67,2037.35,189.65,90582,8432,26495,8671,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:43:31+00:00,WIN-SRV-APP01,Windows Server 2022,vcoda-collector-0.1.0-sim,26.7,46.4,svc_app,192.168.1.95,190.111.72.6,48205,443,17,2,91945,39960,259,30,131905,289,27890.2,456.42,10.36,4729.44,2.3009,8.6333,229,51985,24,24,18,59,58,96,1275,1359,79,264,8,43,14,14,0,0,0,0,13303.93,15454.9,1432.76,3296.68,39960,91945,16368,23561,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T22:13:24+00:00,WIN-LAPTOP-FIN,Windows 10,vcoda-collector-0.1.0-sim,42.5,53.5,admin,192.168.1.86,199.60.58.64,34525,443,6,14,101790,118695,174,205,220485,379,21935.38,581.75,17.28,10051.57,0.8576,0.8488,31,16905,16,16,18,44,113,89,609,608,81,320,37,60,62,15,0,0,0,0,9041.97,10459.72,5411.12,4640.45,118695,101790,15540,34777,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:24:52+00:00,lnx-web02,Ubuntu 22.04,vcoda-collector-0.1.0-sim,12.2,48.2,root,192.168.1.62,122.3.24.116,33690,53,17,10,206185,67792,215,152,273977,367,10957.21,746.53,33.49,25004.27,3.0414,1.4145,63,138393,25,25,0,55,97,67,716,1299,47,80,42,3,23,40,0,0,0,0,4707.13,6858.79,6186.98,18817.29,67792,206185,61740,25107,49074,1,2414,0,0,0,benign,False,SIMULATED
2026-08-11T05:11:12+00:00,lnx-web01,Ubuntu 24.04,vcoda-collector-0.1.0-sim,21.2,47.0,www-data,192.168.1.118,71.27.169.171,43669,993,6,12,87696,73078,144,61,160774,205,29200.62,784.26,7.02,5505.84,1.2,2.3607,83,14618,25,25,16,107,57,55,983,1131,78,31,39,18,29,18,0,0,0,0,16138.23,10954.45,2502.62,3003.22,73078,87696,26742,56396,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T16:35:13+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,4.6,31.7,admin,192.168.1.79,107.150.8.175,31602,80,17,4,232696,226540,236,241,459236,477,13823.11,962.76,34.51,33222.34,1.0272,0.9793,5,6156,25,25,18,54,73,91,1020,742,44,172,79,85,17,9,0,0,0,0,5026.48,6836.13,16388.5,16833.84,226540,232696,37854,16745,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T07:36:32+00:00,WIN-LAPTOP-FIN,Windows 11,vcoda-collector-0.1.0-sim,25.2,66.2,admin,192.168.1.11,190.111.72.6,38010,80,6,4,53676,69498,189,243,123174,432,52393.77,285.12,8.25,2350.93,0.7723,0.7778,54,15822,24,24,18,109,60,94,607,1410,86,96,70,33,57,8,0,0,0,0,22156.3,22692.9,1326.46,1024.47,69498,53676,39897,41866,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T05:21:54+00:00,WIN-DESKTOP02,Windows Server 2022,vcoda-collector-0.1.0-sim,34.9,55.8,a.silva,192.168.1.37,210.111.40.212,32622,53,17,4,99626,97200,109,200,196826,309,10269.7,636.98,30.09,19165.7,1.025,0.545,91,2426,24,24,16,95,57,86,1138,666,96,13,50,33,33,29,0,0,0,0,5754.24,5964.16,9464.74,9700.96,97200,99626,53519,27011,13292,1,2215,0,0,0,benign,False,SIMULATED
2026-08-11T12:50:28+00:00,WIN-SRV-APP01,Windows Server 2022,vcoda-collector-0.1.0-sim,28.3,50.7,www-data,192.168.1.89,152.198.193.50,19813,80,6,6,201150,117572,149,182,318722,331,55184.5,962.91,6.0,5775.57,1.7109,0.8187,33,83578,25,25,16,107,73,65,822,1230,75,171,2,9,0,34,0,0,0,0,17580.11,28139.58,2130.53,3645.05,117572,201150,55964,20953,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T03:37:29+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,41.5,65.9,www-data,192.168.1.108,117.73.244.235,58084,443,17,19,28290,23667,69,49,51957,118,23997.44,440.31,4.92,2165.11,1.1953,1.4082,20,4623,16,16,0,93,126,88,725,1393,65,58,16,22,2,7,0,0,0,0,9835.93,12471.66,986.23,1178.88,23667,28290,53717,46397,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:57:56+00:00,lnx-monitoring,Debian 12,vcoda-collector-0.1.0-sim,59.3,47.6,a.silva,192.168.1.16,207.133.227.26,14616,10564,6,5,240,217710,4,1845,217950,1849,747.1,117.87,2474.9,291727.26,0.0011,0.0022,1841,217470,2,2,16,64,53,67,1442,1005,75,1820,283,103,122,112,94,0,21,1,438.49,276.27,291406.02,321.24,217710,240,27749,38527,0,0,0,0,0,0,port_scan,True,SIMULATED
2026-08-11T09:53:36+00:00,WIN-LAPTOP-FIN,Windows 11,vcoda-collector-0.1.0-sim,39.9,6.9,svc_app,192.168.1.104,178.92.135.80,49337,443,17,11,153988,287595,281,249,441583,530,45580.08,833.18,11.63,9688.07,0.5354,1.1285,32,133607,16,16,0,98,118,78,1106,1327,98,457,30,74,72,19,0,0,0,0,14089.72,24875.84,6309.66,3378.41,287595,153988,48962,54275,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T22:27:54+00:00,WIN-WORKSTN-HR,Windows 11,vcoda-collector-0.1.0-sim,40.9,42.9,www-data,192.168.1.100,122.45.118.218,28301,443,17,1,204240,116390,185,226,320630,411,7178.88,780.12,57.25,44662.95,1.7548,0.8186,41,87850,27,27,16,80,98,77,1059,806,46,177,26,56,54,28,0,0,0,0,2273.87,3415.66,16212.83,28450.12,116390,204240,9003,14817,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T01:19:45+00:00,lnx-monitoring,Rocky Linux 9,vcoda-collector-0.1.0-sim,21.9,30.1,svc_app,192.168.1.29,148.110.78.160,24247,80,6,11,209600,222033,262,291,431633,553,2585.16,780.53,213.91,166965.74,0.944,0.9003,29,12433,16,16,16,62,103,95,759,831,59,462,10,123,71,33,0,0,0,0,1700.3,1061.78,85887.56,81078.18,222033,209600,4275,43500,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T07:14:32+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,28.1,35.6,admin,192.168.1.81,173.184.177.118,35010,443,6,12,132788,15580,178,95,148368,273,59473.76,543.47,4.59,2494.68,8.523,1.8737,83,117208,27,27,0,102,80,61,797,1246,54,34,59,22,28,24,0,0,0,0,32726.81,37758.94,261.96,2232.72,15580,132788,61881,4046,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:04:37+00:00,WIN-WORKSTN-HR,Windows 11,vcoda-collector-0.1.0-sim,16.3,44.7,root,192.168.1.37,205.74.110.169,29791,80,6,10,131539,141616,199,167,273155,366,40498.69,746.33,9.04,6744.79,0.9288,1.1916,32,10077,16,16,16,117,62,74,1244,1108,52,250,67,11,10,30,0,0,0,0,26410.9,27931.47,3496.8,3247.98,141616,131539,44344,29605,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:28:23+00:00,WIN-SRV-DB01,Windows Server 2022,vcoda-collector-0.1.0-sim,43.7,33.4,www-data,192.168.1.32,185.33.110.32,20223,443,6,9,56560,104652,140,114,161212,254,3314.91,634.69,76.62,48632.41,0.5405,1.2281,26,48092,27,27,18,55,45,97,1262,1410,59,103,36,28,10,11,0,0,0,0,1044.68,1382.78,31570.1,17062.31,104652,56560,5560,8937,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T04:37:52+00:00,WIN-LAPTOP-FIN,Windows 10,vcoda-collector-0.1.0-sim,24.9,57.1,j.perera,192.168.1.106,74.57.143.171,61374,443,6,8,9225,10760,45,20,19985,65,14306.36,307.46,4.54,1396.93,0.8573,2.25,25,1535,25,25,18,100,89,77,1227,684,63,7,11,7,6,4,0,0,0,0,5085.67,5970.18,752.11,644.82,10760,9225,8092,20760,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T01:29:28+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,28.1,48.2,www-data,192.168.1.104,80.37.49.210,46072,443,6,12,191425,29984,247,32,221409,279,15635.67,793.58,17.84,14160.51,6.3842,7.7188,215,161441,25,25,16,72,111,65,1019,694,99,182,22,40,18,5,0,0,0,0,10229.87,6995.2,1917.67,12242.84,29984,191425,17564,4232,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T09:09:54+00:00,WIN-WORKSTN-HR,Windows Server 2022,vcoda-collector-0.1.0-sim,35.9,34.9,admin,192.168.1.24,206.197.53.171,39459,993,1,14,305288,156416,248,256,461704,504,45436.84,916.08,11.09,10161.45,1.9518,0.9688,8,148872,24,24,18,123,63,58,1469,1486,50,191,119,25,65,7,0,0,0,0,27897.53,23714.86,3442.49,6718.95,156416,305288,56283,20837,0,0,0,0,8,8,benign,False,SIMULATED
2026-08-11T06:17:41+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,7.1,38.0,admin,192.168.1.69,100.199.254.202,19212,80,17,6,145233,94575,297,195,239808,492,5735.02,487.41,85.79,41814.64,1.5356,1.5231,102,50658,24,24,0,33,66,77,537,1498,75,145,118,22,78,17,0,0,0,0,2696.41,2296.1,16490.78,25323.87,94575,145233,63784,23406,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T15:13:13+00:00,lnx-gateway,Ubuntu 24.04,vcoda-collector-0.1.0-sim,25.4,51.8,www-data,192.168.1.24,163.185.239.196,50303,443,17,12,30603,168600,101,150,199203,251,51856.73,793.64,4.84,3841.41,0.1815,0.6733,49,137997,16,16,0,120,105,66,646,843,75,192,16,46,11,7,0,0,0,0,18892.99,22978.96,3251.27,590.15,168600,30603,19089,51058,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T07:09:17+00:00,lnx-gateway,Debian 12,vcoda-collector-0.1.0-sim,44.2,53.9,root,192.168.1.39,40.187.8.52,40654,443,6,4,234378,256158,261,214,490536,475,4351.11,1032.71,109.17,112738.17,0.915,1.2196,47,21780,25,25,16,119,71,85,1030,1157,77,309,91,106,23,54,0,0,0,0,2342.01,2030.52,58871.89,53866.27,256158,234378,43061,24488,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T18:49:02+00:00,lnx-db-primary,Debian 12,vcoda-collector-0.1.0-sim,29.7,96.6,admin,192.168.1.13,206.189.93.246,28584,993,17,11,203205,42994,285,74,246199,359,49727.86,685.79,7.22,4950.93,4.7264,3.8514,211,160211,16,16,0,94,82,80,797,755,84,259,14,19,34,36,0,0,0,0,19276.84,28776.64,864.59,4086.34,42994,203205,59231,51562,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:08:27+00:00,WIN-DESKTOP02,Windows 11,vcoda-collector-0.1.0-sim,63.9,36.7,a.silva,192.168.1.16,97.121.42.106,61030,23,6,6,57,245518,1,3458,245575,3459,1957.82,71.0,1766.76,125432.76,0.0002,0.0003,3457,245461,2,2,0,60,63,62,1187,596,42,1787,589,223,115,269,76,2,29,0,1158.52,865.09,125403.64,29.11,245518,57,36682,11324,0,0,0,0,0,0,syn_flood,True,SIMULATED
2026-08-11T10:56:41+00:00,WIN-DESKTOP01,Windows 10,vcoda-collector-0.1.0-sim,57.1,49.5,svc_app,192.168.1.99,141.178.24.80,51000,443,6,19,117949,150453,211,219,268402,430,2070.38,624.19,207.69,129639.03,0.784,0.9635,8,32504,27,27,16,105,107,41,506,1422,95,57,69,98,67,15,0,0,0,0,1389.5,1118.83,72669.28,56969.75,150453,117949,53754,2603,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T09:02:12+00:00,WIN-LAPTOP-FIN,Windows Server 2022,vcoda-collector-0.1.0-sim,37.1,67.9,root,192.168.1.82,213.84.138.133,48224,123,6,5,36975,86060,145,65,123035,210,9501.64,585.88,22.1,12948.82,0.4296,2.2308,80,49085,16,16,18,77,57,54,1326,902,61,155,27,34,15,1,0,0,0,0,5033.82,5691.5,9057.38,3891.43,86060,36975,1401,58737,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T07:04:33+00:00,lnx-web02,Debian 12,vcoda-collector-0.1.0-sim,41.6,50.8,svc_app,192.168.1.68,165.194.182.200,42694,443,6,9,185658,43056,194,207,228714,401,6551.8,570.36,61.2,34908.56,4.312,0.9372,13,142602,25,25,0,121,81,80,596,871,77,259,6,60,62,39,0,0,0,0,3755.22,2301.76,6571.63,28336.93,43056,185658,14424,60455,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T19:40:23+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,29.7,76.9,svc_app,192.168.1.73,192.168.1.93,2696,443,6,10,66080,140572,280,113,206652,393,54772.44,525.83,7.18,3772.92,0.4701,2.4779,167,74492,25,25,0,119,95,93,737,1338,59,181,84,34,16,44,0,0,0,0,23141.56,16947.21,2566.47,1206.45,140572,66080,63233,36690,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:54:20+00:00,WIN-DESKTOP02,Windows 10,vcoda-collector-0.1.0-sim,20.0,53.7,svc_app,192.168.1.65,92.95.226.24,41411,443,17,14,10794,32184,14,54,42978,68,47200.82,632.03,1.44,910.54,0.3354,0.2593,40,21390,24,24,0,66,42,52,1481,1120,50,33,3,7,1,4,0,0,0,0,22536.87,18871.97,681.85,228.68,32184,10794,37807,14903,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T20:11:39+00:00,lnx-db-primary,Ubuntu 22.04,vcoda-collector-0.1.0-sim,63.8,28.1,a.silva,192.168.1.40,192.168.1.112,58012,23,6,15,212,11466,4,147,11678,151,1061.69,77.34,142.23,10999.47,0.0185,0.0272,143,11254,2,2,16,60,53,76,979,869,84,0,3,35,16,9,2,1,86,1,552.35,441.68,10799.79,199.68,11466,212,4540,63701,0,0,0,0,0,0,beaconing,True,SIMULATED
2026-08-11T21:05:45+00:00,lnx-gateway,Debian 12,vcoda-collector-0.1.0-sim,19.8,49.5,j.perera,192.168.1.24,189.227.56.227,40854,443,6,18,55664,31752,56,72,87416,128,18304.74,682.94,6.99,4775.59,1.7531,0.7778,16,23912,16,16,0,66,92,46,768,674,95,120,24,7,12,10,0,0,0,0,6634.85,6912.61,1734.63,3040.96,31752,55664,37710,57744,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T20:24:59+00:00,WIN-SRV-DB01,Windows 11,vcoda-collector-0.1.0-sim,29.9,45.0,www-data,192.168.1.85,192.168.1.65,7950,443,6,14,297528,66789,294,181,364317,475,45177.87,766.98,10.51,8064.06,4.4547,1.6243,113,230739,24,24,18,100,75,97,707,1068,44,140,67,57,74,36,0,0,0,0,21264.86,27850.04,1478.36,6585.7,66789,297528,18863,38737,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T01:36:55+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,33.7,42.2,svc_app,192.168.1.36,192.168.1.79,33383,80,6,1,121365,179340,145,294,300705,439,53857.56,684.98,8.15,5583.34,0.6767,0.4932,149,57975,27,27,16,89,84,65,794,1209,76,20,49,77,57,15,0,0,0,0,30196.97,29667.46,3329.89,2253.44,179340,121365,57246,15657,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T00:14:58+00:00,WIN-DESKTOP01,Windows Server 2022,vcoda-collector-0.1.0-sim,32.2,39.0,admin,192.168.1.116,104.59.85.135,36194,443,6,6,181778,68953,194,53,250731,247,36540.19,1015.11,6.76,6861.79,2.6363,3.6604,141,112825,25,25,0,72,101,50,1473,920,49,17,52,6,17,20,0,0,0,0,14799.84,21360.02,1887.05,4974.74,68953,181778,32653,4127,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T01:57:01+00:00,lnx-web02,Ubuntu 24.04,vcoda-collector-0.1.0-sim,28.9,69.4,root,192.168.1.23,192.168.1.97,54019,80,6,11,64512,270048,72,232,334560,304,26189.34,1100.53,11.61,12774.67,0.2389,0.3103,160,205536,16,16,0,66,67,57,1460,702,82,278,60,60,7,5,0,0,0,0,15679.29,12241.22,10311.37,2463.29,270048,64512,34791,2017,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:45:52+00:00,WIN-DESKTOP01,Windows 11,vcoda-collector-0.1.0-sim,13.5,50.0,admin,192.168.1.14,94.207.81.43,23733,993,6,18,237204,284031,198,209,521235,407,52157.21,1280.68,7.8,9993.54,0.8351,0.9474,11,46827,16,16,16,47,126,74,787,1254,63,150,84,87,35,18,0,0,0,0,19262.88,27832.09,5445.67,4547.87,284031,237204,56120,28155,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T20:32:04+00:00,WIN-SRV-DB01,Windows 11,vcoda-collector-0.1.0-sim,57.9,54.7,root,192.168.1.80,192.168.1.31,6525,80,17,17,30276,59812,36,76,90088,112,45018.76,804.36,2.49,2001.12,0.5062,0.4737,40,29536,16,16,16,37,65,89,544,597,90,7,26,21,11,7,0,0,0,0,20970.6,29781.93,1328.6,672.52,59812,30276,29859,55168,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T19:49:47+00:00,WIN-SRV-APP01,Windows 10,vcoda-collector-0.1.0-sim,21.4,50.4,j.perera,192.168.1.69,56.67.15.36,42352,53,1,1,15295,92127,35,123,107422,158,59806.05,679.89,2.64,1796.17,0.166,0.2846,88,76832,16,16,0,38,96,93,1497,1300,86,140,30,25,25,6,0,0,0,0,39623.02,25088.0,1540.43,255.74,92127,15295,10835,18797,38904,5,516,0,8,8,benign,False,SIMULATED
2026-08-11T08:41:20+00:00,WIN-WORKSTN-HR,Windows 10,vcoda-collector-0.1.0-sim,39.1,37.6,root,192.168.1.114,32.95.166.251,44119,443,17,18,17625,199206,75,217,216831,292,47307.61,742.57,6.17,4583.43,0.0885,0.3456,142,181581,25,25,18,71,124,42,1467,730,42,222,27,21,36,11,0,0,0,0,15817.94,25725.67,4210.87,372.56,199206,17625,49593,15537,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T20:04:29+00:00,WIN-DESKTOP01,Windows 10,vcoda-collector-0.1.0-sim,46.2,6.4,admin,192.168.1.36,186.13.109.151,6186,53,17,16,125716,192231,106,279,317947,385,24914.89,825.84,15.45,12761.32,0.654,0.3799,173,66515,16,16,18,47,116,90,742,1481,71,124,21,35,2,33,0,0,0,0,12945.59,14689.1,7715.51,5045.82,192231,125716,46686,57237,5742,28,3584,0,0,0,benign,False,SIMULATED
2026-08-11T11:06:45+00:00,lnx-web02,Ubuntu 24.04,vcoda-collector-0.1.0-sim,25.9,18.8,www-data,192.168.1.24,208.241.22.65,63688,993,6,15,287630,329928,245,236,617558,481,49235.4,1283.9,9.77,12542.97,0.8718,1.0381,9,42298,24,24,0,92,95,71,1106,1407,71,317,68,47,71,24,0,0,0,0,26690.4,29743.6,6701.03,5841.94,329928,287630,48500,37430,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T16:17:46+00:00,WIN-LAPTOP-FIN,Windows Server 2022,vcoda-collector-0.1.0-sim,30.8,60.7,a.silva,192.168.1.106,192.168.1.87,53646,53,6,4,45084,215982,156,234,261066,390,43049.1,669.4,9.06,6064.38,0.2087,0.6667,78,170898,24,24,16,65,62,64,1004,1195,58,330,46,69,7,8,0,0,0,0,19220.86,15642.56,5017.11,1047.27,215982,45084,31576,45325,47739,1,1259,0,0,0,benign,False,SIMULATED
2026-08-11T01:48:43+00:00,lnx-monitoring,Ubuntu 24.04,vcoda-collector-0.1.0-sim,28.2,33.1,j.perera,192.168.1.83,171.161.18.74,22497,80,6,12,94170,40623,73,33,134793,106,30854.27,1271.63,3.44,4368.7,2.3181,2.2121,40,53547,24,24,0,93,86,49,962,605,93,75,24,22,3,9,0,0,0,0,18948.69,21534.57,1316.61,3052.09,40623,94170,7481,55658,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:26:21+00:00,WIN-WORKSTN-HR,Windows Server 2022,vcoda-collector-0.1.0-sim,57.3,22.3,www-data,192.168.1.37,27.95.236.109,29805,1433,6,13,150,433356,3,5628,433506,5631,109.8,76.99,51283.87,3948120.21,0.0003,0.0005,5625,433206,2,2,16,63,67,89,968,1215,47,722,303,274,569,447,111,0,115,0,39.75,40.21,3946754.1,1366.11,433356,150,8193,31846,0,0,0,0,0,0,syn_flood,True,SIMULATED
2026-08-11T11:49:11+00:00,lnx-db-primary,Ubuntu 22.04,vcoda-collector-0.1.0-sim,32.7,52.9,www-data,192.168.1.12,144.145.241.106,32926,443,6,1,318836,115670,236,215,434506,451,2713.43,963.43,166.21,160131.5,2.7564,1.0977,21,203166,16,16,0,124,113,75,821,1017,72,383,59,3,52,43,0,0,0,0,940.59,1726.59,42628.67,117502.84,115670,318836,29895,35161,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T14:57:52+00:00,WIN-DESKTOP02,Windows Server 2022,vcoda-collector-0.1.0-sim,41.3,86.1,admin,192.168.1.69,112.94.46.236,18301,80,17,10,254930,40898,265,169,295828,434,17675.66,681.63,24.55,16736.46,6.2333,1.568,96,214032,16,16,16,58,92,55,1057,1094,78,347,95,83,57,46,0,0,0,0,7373.6,8595.68,2313.8,14422.66,40898,254930,46318,1626,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T23:49:08+00:00,lnx-gateway,Ubuntu 24.04,vcoda-collector-0.1.0-sim,55.3,51.1,svc_app,192.168.1.44,117.73.244.235,42557,123,17,4,67065,16536,263,78,83601,341,15017.21,245.16,22.71,5567.01,4.0557,3.3718,185,50529,16,16,16,69,93,79,1465,1336,53,236,53,50,44,6,0,0,0,0,9407.47,4729.07,1101.14,4465.88,16536,67065,31438,18067,0,0,0,0,0,0,benign,False,SIMULATED
2026-08-11T10:19:31+00:00,WIN-SRV-APP01,Windows Server 2022,vcoda-collector-0.1.0-sim,32.1,42.3,j.perera,192.168.1.68,213.84.138.133,33722,80,6,6,35560,191750,140,250,227310,390,38535.65,582.85,10.12,5898.69,0.1854,0.56,110,156190,24,24,18,33,39,49,1483,997,49,121,94,67,14,11,0,0,0,0,23472.78,15976.53,4975.91,922.78,191750,35560,23497,41076,0,0,0,0,0,0,benign,False,SIMULATED
